root_id,primary_type,additional_type(s)
720575940624397582,PS237,
720575940624397720,CB1188,
720575940624397831,Tm5c,
720575940624397862,R7,
720575940624397863,CB2472,
720575940624398261,Tm4,
720575940624398480,Dm3v,Dm3
720575940624398739,R1-6,
720575940624398856,T4b,
720575940624398995,Dm10,
720575940624399591,Tm1,
720575940624399594,R7,
720575940624399879,Mi2,
720575940624400531,Tm2,
720575940624400532,TmY3,
720575940624400713,C3,
720575940624400823,Tm20,
720575940624400824,Tm36,
720575940624400969,T4c,
720575940624401034,Mi9,
720575940624401040,Tm27,TmY18
720575940624401190,R1-6,
720575940624401671,Tm2,
720575940624401866,cLP01,
720575940624401927,LPi11,CB3826
720575940624401958,R8,
720575940624401968,CB1510,
720575940624402173,DNpe053,SMP454
720575940624402204,LAL049,
720575940624402628,R1-6,
720575940624402666,R1-6,
720575940624402761,Mi1,
720575940624403017,TmY9q,TmY9
720575940624403044,vDeltaA,"vDeltaB, vDeltaC, vDeltaD, vDeltaE, vDeltaJ, vDeltaK, vDeltaL, vDeltaM"
720575940624403239,AVLP013,aSP6
720575940624403843,AN_GNG_28,
720575940624403850,C2,
720575940624403895,Tm1,
720575940624403914,CB2806,
720575940624404005,TmY5a,
720575940624404115,R1-6,
720575940624404151,TmY9q,TmY9
720575940624404238,CB0399,
720575940624404372,T4a,
720575940624404663,T2a,
720575940624404872,DNpe007,hb-1343489608
720575940624405228,KCab,KCab-s
720575940624405235,CB2534,
720575940624405482,Tm2,
720575940624405941,L3,
720575940624406160,Tm1,
720575940624406199,Tm4,
720575940624406408,CB3059,
720575940624406468,R1-6,
720575940624406664,VES021,
720575940624406986,PAM14,
720575940624407018,TmY9q,TmY9
720575940624407078,R1-6,
720575940624407223,T5b,
720575940624407236,R1-6,
720575940624407303,Li05,CB3848
720575940624407740,Tm9,
720575940624407944,DNp36,"CL342, pIP9"
720575940624408004,R1-6,
720575940624408042,R8,
720575940624408516,LC20a,LC20
720575940624408712,L3,
720575940624408840,T4c,
720575940624409096,Tm9,
720575940624409382,Y3,
720575940624409444,CB1976,
720575940624409575,CL312,
720575940624409673,Y4,
720575940624409738,Dm8a,Dm8
720575940624409863,TmY9q,TmY9
720575940624410888,T4c,
720575940624410918,Sm32,
720575940624410953,Sm23,CB3855
720575940624411283,MeMe_e11,
720575940624411623,BM_InOm,
720575940624411686,R7,R8
720575940624411796,T4b,
720575940624412051,Dm9,
720575940624412222,LC16,
720575940624412413,T2,
720575940624412454,R1-6,
720575940624412651,Tm20,
720575940624412820,T4b,
720575940624412925,TmY5a,
720575940624413001,Tm1,
720575940624413222,R7,
720575940624413437,TmY5a,
720575940624413447,Tm1,
720575940624413513,Tm5f,Tm5Y
720575940624413642,AVLP299_a,
720575940624413931,Tm2,
720575940624414186,R1-6,
720575940624414205,T2a,
720575940624414442,R1-6,
720575940624414472,L1,
720575940624414541,LCe01b,LC24
720575940624415246,PS237,
720575940624415882,Mi9,
720575940624416294,R1-6,
720575940624416403,L1,L5
720575940624416585,Y1,
720575940624416841,Sm08,
720575940624416912,Tm27,TmY18
720575940624417002,CL261a,CL261
720575940624417052,FC1A,"FC1B, FC1F"
720575940624417288,C3,
720575940624417427,LC24,
720575940624417584,LPLC2,
720575940624417771,Mi9,
720575940624418045,Tm20,
720575940624418110,L4,
720575940624418352,BM_InOm,
720575940624419303,T5c,
720575940624419390,Dm2,
720575940624419780,Tm3,
720575940624419820,KCg-m,
720575940624420284,Tm5f,Tm5Y
720575940624420292,L5,
720575940624420587,T3,
720575940624420588,CRE004,
720575940624421148,KCg-m,
720575940624421157,CL228,SMP491
720575940624421268,T2a,
720575940624421815,T1,
720575940624421834,CL121,"CL122, aDT5a"
720575940624421875,L3,
720575940624422071,Tlp4,
720575940624422072,Li06,
720575940624422141,Tm20,
720575940624422643,CB2845,
720575940624422664,T5b,
720575940624423312,Tm36,TmY5a
720575940624423432,T3,
720575940624423497,TmY5a,
720575940624423655,Tm21,Tm6
720575940624423677,L5,
720575940624424013,AVLP219c,AVLP219
720575940624424231,Y3,
720575940624424521,TmY5a,
720575940624424939,Tm21,Tm6
720575940624425107,L4,
720575940624425253,PLP037a,PLP037
720575940624425254,R1-6,
720575940624425363,C3,
720575940624425715,PLP067b,PLP067
720575940624425924,R7,
720575940624426533,KCab,KCab-c
720575940624426643,MTe01b,MC66
720575940624426680,DNp45,PVLP117
720575940624426760,Tm9,
720575940624426900,T5d,
720575940624427466,mAL,"mAL1, mAL2A, mAL2B, mAL3A, mAL3B, mAL4, mAL5A, mAL5B, mAL6"
720575940624427498,Tm9,
720575940624427701,Li01,
720575940624427704,SMP469c,SMP469
720575940624427865,AN_GNG_IPS_18,
720575940624428019,KCg-m,
720575940624428426,Pm03,Pm2
720575940624428471,Tm9,
720575940624428522,Sm04,
720575940624428728,JO-A,
720575940624428848,BM_InOm,
720575940624429036,KCg-m,
720575940624429053,T4c,
720575940624429104,MeTu4a,"MeTu4, MC61, MC64"
720575940624429309,TmY9q__perp,TmY9
720575940624429389,LLPC1,
720575940624429606,L1,
720575940624429811,TmY5a,
720575940624429972,Mi9,
720575940624430060,CB1079,
720575940624430094,T5b,
720575940624430364,CB1379,pMP3-pCd1
720575940624430572,CB0800,
720575940624431036,Dm13,
720575940624431288,AN_AVLP_GNG_8,
720575940624431335,T5d,
720575940624431398,C2,
720575940624431460,CB3017,
720575940624431654,L1,
720575940624431850,R1-6,
720575940624431945,Tm5c,
720575940624432053,TmY4,
720575940624432103,ORN_DA1,
720575940624432309,T5b,
720575940624432615,T5d,
720575940624432875,T4a,
720575940624432944,BM_InOm,
720575940624433027,SA_VTV_7,
720575940624433225,T2a,
720575940624433300,L3,
720575940624434320,Tm9,
720575940624434323,VES005,
720575940624434360,PS199,
720575940624434616,T5b,
720575940624434685,Mi1,
720575940624434922,R1-6,
720575940624435128,lLN2X11,
720575940624435197,Dm3p,Dm3
720575940624435639,R1-6,
720575940624435785,Tm5b,CB3852
720575940624435856,T3,
720575940624435946,R1-6,
720575940624436006,T1,
720575940624436106,Dm11,
720575940624436203,TmY9q__perp,TmY9
720575940624436238,T5b,
720575940624436458,Sm05,
720575940624436553,Mi4,
720575940624436580,WED032,
720575940624436733,Tm5c,
720575940624436750,T5a,
720575940624437029,CB0989,
720575940624437130,R8,
720575940624437501,TmY11,
720575940624437700,MTe09,
720575940624437735,CB.FB7D0,
720575940624437799,Tm1,
720575940624437956,Dm12,
720575940624438535,Y3,
720575940624438542,T5c,
720575940624438566,R1-6,
720575940624438567,Mi1,
720575940624438675,LC28a,LC28b
720575940624439015,T5b,
720575940624439037,Tm5e,CB3864
720575940624439434,Tm36,
720575940624439498,CB1920,
720575940624439539,T5c,
720575940624439748,Tm20,
720575940624440260,CL182,
720575940624440649,Tm5c,
720575940624441235,MeTu3c,"MeTu3, MC61, MC64"
720575940624441383,Tm7,CB3851
720575940624441884,CB3675,
720575940624442000,ORN_DL1,
720575940624442052,Lawf1,
720575940624442347,T5d,
720575940624442564,PAM09,
720575940624442805,T2,
720575940624443063,C2,
720575940624443319,Mi9,
720575940624443367,T5c,
720575940624443575,Tm5b,CB3852
720575940624443831,Sm03,
720575940624443832,T5c,
720575940624443912,Tm20,
720575940624444356,R8,
720575940624444651,T4a,
720575940624444686,R1-6,
720575940624444966,T4b,
720575940624445478,Pm03,Pm2
720575940624445674,R1-6,
720575940624445734,Li09,CB3828
720575940624445966,TmY14,
720575940624446186,Li05,CB3848
720575940624446341,Tm9,
720575940624446391,Tm7,CB3851
720575940624446442,TmY9q__perp,TmY9
720575940624446443,Dm8b,Dm8
720575940624446647,Tm20,
720575940624446650,L2,
720575940624446652,L3,
720575940624446717,T5d,
720575940624446728,Mi15,
720575940624446793,Sm06,
720575940624447015,Tm9,
720575940624447240,PS137,
720575940624447588,Tm21,Tm6
720575940624447722,R1-6,
720575940624448138,AN_multi_114,
720575940624448243,T4c,
720575940624448338,Tm1,
720575940624448394,Sm07,Dm21
720575940624448492,T4b,
720575940624448796,SMP282,
720575940624448956,DNg42,
720575940624449032,C2,
720575940624449318,SIP087,
720575940624449428,CB.FB8D0,FB8I
720575940624449514,LC15,
720575940624449573,CB1423,aDT6b
720575940624449800,Sm03,
720575940624449881,SA_VTV_4,
720575940624450035,PS267,"PS268, PS269"
720575940624450192,Tm34,
720575940624450342,lLN2P_b,
720575940624450352,CB0530,
720575940624450698,Dm15,
720575940624451145,TmY5a,
720575940624451172,Tm1,
720575940624451260,Mi1,
720575940624451562,R1-6,
720575940624451815,Tm4,
720575940624451878,L2,
720575940624452548,CRE048,
720575940624452685,T3,
720575940624452902,LPsP,
720575940624453197,T2,
720575940624453268,Tm20,
720575940624453680,PEN_b(PEN2),
720575940624453868,KCapbp-m,KCab-m
720575940624454221,CB1344,
720575940624454397,T5d,
720575940624454408,Mi9,
720575940624454664,T5c,
720575940624454743,T5a,
720575940624455050,R8,
720575940624455230,Tm36,
720575940624455497,Y1,
720575940624455863,Tm33,
720575940624456340,L1,
720575940624456388,R1-6,
720575940624456586,LLPC4,
720575940624456644,R1-6,
720575940624456712,Dm3p,Dm3
720575940624456848,T2,
720575940624456947,CB2214,
720575940624457412,CB3321,
720575940624457715,Mi15,
720575940624457912,LC36,
720575940624457971,Dm3v,Dm3
720575940624458227,CB2666,
720575940624458791,Mi9,
720575940624459559,L2,
720575940624459907,DNde007,
720575940624460019,T4a,
720575940624460484,L1,
720575940624460691,Tm36,
720575940624460791,Mi2,
720575940624461043,T5c,
720575940624461095,Mi13,
720575940624461203,Dm10,
720575940624461242,Mi15,
720575940624461319,LC6,
720575940624461450,Sm19,CB3832
720575940624461543,PS078,
720575940624461576,AN_GNG_26,
720575940624462228,KCg-m,
720575940624462740,KCab,KCab-m
720575940624462850,WED015,
720575940624462885,BM_InOm,
720575940624463242,CB0666,"hb-953013850, pMN1"
720575940624463293,R1-6,
720575940624463764,T4d,
720575940624463800,AVLP283,
720575940624463911,T3,
720575940624465299,Dm9,
720575940624465702,IB021,
720575940624465848,CL024a,CL024
720575940624465900,KCg-d,
720575940624466116,Tm27,TmY18
720575940624466440,CB0770,
720575940624466470,Tm32,
720575940624467082,T5a,
720575940624467197,T5a,
720575940624467644,Mi1,
720575940624467812,KCg-m,
720575940624467947,Tm25,Tm12
720575940624468455,BM_InOm,
720575940624468518,LLPC1,
720575940624468557,LC12,
720575940624468711,T5c,
720575940624468809,L2,
720575940624469030,Tm5b,CB3852
720575940624469188,L4,
720575940624469444,AOTU046,
720575940624469700,LMa5,CB3818
720575940624470044,CB2763,
720575940624470247,CB0894,
720575940624470372,PLP159,
720575940624470410,C3,
720575940624470812,ER3w,
720575940624471020,ORN_VL1,
720575940624471223,T1,
720575940624471373,CB2181,
720575940624471683,AN_GNG_VES_10,
720575940624472334,AVLP210,
720575940624473126,Tm5d,CB3851
720575940624473444,KCg-m,
720575940624473575,CB2206,
720575940624473904,LTe38c,
720575940624473918,WED089,WED_pr01
720575940624474867,Sm01,
720575940624475064,Mi15,
720575940624475656,Li05,CB3848
720575940624475786,L5,
720575940624475792,Y12,
720575940624477111,T4b,
720575940624477192,Tm5f,Tm5Y
720575940624477246,CB2357,
720575940624477584,C3,
720575940624477587,MeMe_e07,
720575940624477931,T5b,
720575940624477968,Dm2,
720575940624478602,LLPt,CB3822
720575940624478608,T4c,
720575940624478695,Tm1,
720575940624478901,Tm4,
720575940624479229,Tm5b,CB3852
720575940624479379,Lai,Am
720575940624479626,CB3868,
720575940624479751,T4c,
720575940624479752,Tm7,CB3851
720575940624480008,Mi10,
720575940624480028,CB1382,
720575940624480148,KCg-m,
720575940624480915,R8,
720575940624481544,R7,
720575940624481674,AVLP158,
720575940624481767,Tm8a,Tm8
720575940624481800,TmY9q,TmY9
720575940624481980,CB2040,
720575940624481988,Tm5b,CB3852
720575940624482062,PS194,
720575940624482195,T4b,
720575940624482452,KCg-m,
720575940624482707,TmY9q,TmY9
720575940624483012,Sm20,CB3832
720575940624483216,FC1A,"FC1B, FC1F"
720575940624483376,LHPV4e1,
720575940624483410,T4b,
720575940624483475,R7,
720575940624483592,T4d,
720575940624483722,CB0151,
720575940624483940,TmY3,
720575940624484796,DNge106,
720575940624484843,L1,
720575940624484866,CB2406,
720575940624485127,CL183,
720575940624485197,T2a,
720575940624485258,Lai,Am
720575940624485264,Mi4,
720575940624485610,R1-6,
720575940624485828,MTe51,MC62
720575940624486032,T5a,
720575940624486375,Tm9,
720575940624486548,CB0450,
720575940624486635,T4b,
720575940624486729,Mi4,
720575940624486800,Tm37,
720575940624486804,C2,
720575940624486909,L3,
720575940624486985,Dm3q,Dm3
720575940624487108,L2,
720575940624487146,TmY3,
720575940624487268,MTe50,
720575940624487364,Pm02,Pm1
720575940624487572,KCg-m,
720575940624487954,T5d,
720575940624487975,CB2761,
720575940624488167,PS191a,PS191
720575940624488206,Mi15,
720575940624488388,Tm5d,CB3851
720575940624488445,Sm20,CB3832
720575940624488595,R7,
720575940624488701,T4d,
720575940624488712,Dm3p,Dm3
720575940624488781,LC10a,LC10
720575940624488851,Dm9,
720575940624489194,R1-6,
720575940624489452,Dm2,
720575940624489620,KCg-m,
720575940624489707,T3,
720575940624489708,T5d,
720575940624489924,Li09,CB3828
720575940624489964,MBON25,MBON34
720575940624490483,AVLP219c,AVLP219
720575940624490677,T4b,
720575940624490829,T4c,
720575940624491005,Tm5f,Tm5Y
720575940624491402,ORN_VC3,ORN_VC3l
720575940624491667,SLP457,
720575940624491755,T5d,
720575940624492176,C3,
720575940624492606,CB2216,"AOTU055, AOTU056, AOTU057, AOTU058"
720575940624492617,T4d,
720575940624492778,R1-6,
720575940624492779,T5a,
720575940624492802,KCab,KCab-m
720575940624493100,Mi4,
720575940624493290,R1-6,
720575940624493862,Tm4,
720575940624494058,VES019,
720575940624494261,T2a,
720575940624494373,KCg-m,
720575940624494921,Mi13,
720575940624494996,KCg-m,
720575940624495630,T1,
720575940624495644,PVLP133,
720575940624495689,Dm15,
720575940624496019,Dm9,
720575940624496280,JO-F,
720575940624496536,AVLP469a,AVLP469
720575940624496740,PS055,
720575940624496874,C2,
720575940624496876,CB1178,
720575940624496969,L3,
720575940624497405,T5c,
720575940624497644,T5c,
720575940624497927,CB2092,
720575940624497959,KCab,KCab-c
720575940624498372,LLPC1,
720575940624498410,Tm27,TmY18
720575940624498439,LAL203,
720575940624498869,Tm20,
720575940624499300,Tm25,Tm12
720575940624499947,T4c,
720575940624500041,T2a,
720575940624500151,T5d,
720575940624500232,Tm3,
720575940624500313,AN_GNG_63,
720575940624500372,Tm9,
720575940624500519,ORN_DM2,
720575940624501392,PS263,
720575940624501747,JO-EVM,
720575940624502013,Tm9,
720575940624502506,R1-6,
720575940624502601,cLP02,
720575940624502857,Dm2,
720575940624503020,Sm01,
720575940624503369,Mi15,
720575940624503531,T4a,
720575940624504042,T5b,
720575940624504061,Tm7,CB3851
720575940624504212,CB0261,
720575940624504328,Li05,CB3848
720575940624504516,R8,
720575940624504979,T3,
720575940624505015,R1-6,
720575940624505382,L2,
720575940624506293,L2,
720575940624506375,MTe03,
720575940624506515,AVLP517,
720575940624506631,LC15,
720575940624507431,Dm3p,Dm3
720575940624507573,C3,
720575940624507645,Dm3p,Dm3
720575940624507829,Tm2,
720575940624508147,Tm5c,
720575940624508341,ORN_VA1v,
720575940624508423,Lawf1,
720575940624508455,TmY10,CB3816
720575940624508516,CB2741,
720575940624508563,CB1193,
720575940624508819,T2a,
720575940624509181,Tm5a,
720575940624510099,Dm9,
720575940624510699,Sm22,CB3853
720575940624510868,JO-B,
720575940624511049,LC10b,LC10
720575940624511120,PS082a,"PS084a, PS082, PS084"
720575940624511833,AN_VES_GNG_8,
720575940624511940,Tm9,
720575940624512243,Tm5b,CB3852
720575940624512520,T2,
720575940624513072,Li02,CB3823
720575940624513171,Tm3,
720575940624513208,L5,
720575940624513255,T4a,
720575940624513427,Dm15,
720575940624513476,Lawf1,
720575940624513543,T5b,
720575940624514027,T3,
720575940624514056,TmY3,
720575940624514535,KCg-m,
720575940624514547,T5b,
720575940624514599,LHAV2g3,
720575940624514704,LC12,
720575940624514762,MTe11,"hb-1685555902, hb-1747664643, hb-5812995553, aIP6"
720575940624514791,Mi13,
720575940624515145,Dm3q,Dm3
720575940624515335,TmY4,
720575940624515405,Sm06,
720575940624515530,BM_InOm,
720575940624515571,VC5_lvPN,VC3m_lvPN
720575940624515591,Dm2,
720575940624515786,LAL133a,LAL133
720575940624516042,BM_InOm,
720575940624516339,KCg-m,
720575940624516391,T5d,
720575940624517640,Tm1,
720575940624517868,Sm08,Dm21
720575940624518182,Tm5d,CB3851
720575940624518328,CB1894,
720575940624518408,Tm2,
720575940624519399,Tm4,
720575940624519432,Mi14,
720575940624519876,T4d,
720575940624520231,BM_InOm,
720575940624520254,KCab,KCab-c
720575940624520455,LC10d,LC10
720575940624520999,CB1509,
720575940624521022,KCab,KCab-m
720575940624521141,TmY4,
720575940624521706,LAL089,
720575940624521916,Tm16,
720575940624521992,T3,
720575940624522423,R1-6,
720575940624522986,R1-6,
720575940624522987,TmY4,
720575940624523015,MTe03,
720575940624523243,L5,
720575940624523411,Tm20,
720575940624523773,Tm21,Tm6
720575940624523824,Mi4,
720575940624524029,Mi2,
720575940624524071,Mi4,
720575940624524215,AVLP097,
720575940624524234,KCg-m,
720575940624524326,Pm05,Pm4
720575940624524531,TmY5a,
720575940624524582,T2a,
720575940624524848,ORN_DM5,
720575940624524983,R1-6,
720575940624525043,CRE041,
720575940624525203,T4b,
720575940624525291,TmY5a,
720575940624525630,Tm1,
720575940624525715,T5a,
720575940624526266,KCab,KCab-m
720575940624526570,TmY4,
720575940624526610,Mi15,
720575940624526925,AVLP169,
720575940624527091,KCg-m,
720575940624527251,Pm02,Pm1
720575940624527340,KCg-m,
720575940624527548,BM_InOm,
720575940624527879,Mi13,
720575940624528068,CB0722,
720575940624528166,L1,
720575940624528314,KCg-m,
720575940624528740,CB0736,
720575940624529229,MeTu4b,"MeTu4, MC61, MC64"
720575940624529445,AVLP040,
720575940624529703,T4d,
720575940624529848,Tm5f,Tm5Y
720575940624529993,T4b,
720575940624530151,T5d,
720575940624530372,CB1199,
720575940624530407,DNge072,
720575940624530446,Tm1,
720575940624530579,Pm03,Pm2
720575940624530666,R1-6,
720575940624530835,LPLC1,
720575940624530871,Dm2,
720575940624531208,Tm5d,CB3851
720575940624531348,C2,
720575940624531652,LPLC2,
720575940624531687,Tm1,
720575940624531856,Tm5f,Tm5Y
720575940624531948,KCab,KCab-c
720575940624531965,T1,
720575940624532231,LC24,
720575940624532408,CB0017,
720575940624532459,C3,
720575940624532979,KCg-m,
720575940624533392,T5c,
720575940624533396,Tm5a,
720575940624533512,T2a,
720575940624533948,BM_InOm,
720575940624533956,CB1638,
720575940624534771,T2,
720575940624534972,VES075,
720575940624535042,CB1353,aSP31
720575940624535221,Tlp1,
720575940624535530,Lawf2,
720575940624535554,CB1390,pMP3-pCd1
720575940624535560,Dm2,
720575940624535590,T4a,
720575940624535696,Li08,CB3837
720575940624536467,R8,
720575940624536615,Tm21,Tm6
720575940624536757,LPi07,CB3845
720575940624537067,T4c,
720575940624537094,Tm1,
720575940624537095,C2,
720575940624537240,LC18,
720575940624537284,DNge124,
720575940624537546,BM_InOm,
720575940624537578,OA-ASM1,
720575940624537608,Tm2,
720575940624537836,KCg-m,
720575940624538189,Tm2,
720575940624538295,T1,
720575940624538445,Pm06,Pm1
720575940624538599,CB0442,
720575940624538638,Mi9,
720575940624538662,L2,
720575940624538928,T4a,
720575940624539284,MBON18,
720575940624539370,R1-6,
720575940624539627,T4a,
720575940624539645,Dm3q,Dm3
720575940624539655,Dm16,CB3849
720575940624539993,CB0957,
720575940624540734,LC17,
720575940624540907,T2,
720575940624540967,CB0952,
720575940624541163,T4a,
720575940624541623,T3,
720575940624542000,Tm1,
720575940624542183,C3,
720575940624542451,LTe62,PLP255
720575940624542541,Mi4,
720575940624542759,Tm5f,Tm5Y
720575940624543013,SMP427,
720575940624543271,C3,
720575940624543418,CB2873,
720575940624543495,R1-6,
720575940624544333,TmY14,
720575940624544748,LHPD5d1,
720575940624544806,R7,
720575940624544915,Mi4,
720575940624545533,Dm8a,Dm8
720575940624545770,R1-6,
720575940624545940,PAM07,
720575940624546055,T1,
720575940624546062,JO-EVM,
720575940624546598,Dm9,
720575940624547051,Mi9,
720575940624547315,Dm3v,Dm3
720575940624547366,Lawf1,
720575940624547622,APL,
720575940624547878,TmY14,
720575940624548021,LPi05,
720575940624548332,Tm9,
720575940624548483,CB1452,
720575940624548595,TmY3,
720575940624549100,L1,
720575940624549646,KCapbp-m,KCab-m
720575940624549694,KCab,KCab-c
720575940624549820,CB1668,
720575940624550122,Lai,L1-3
720575940624550439,TmY9q__perp,TmY9
720575940624550581,Sm05,
720575940624550890,L1-3,
720575940624551056,s-CPDN3A,CB1791
720575940624551349,CB1786,
720575940624552172,T4c,
720575940624552200,T2a,
720575940624553736,Mi14,
720575940624553971,Dm3q,Dm3
720575940624554132,Tm5e,CB3864
720575940624554170,CB0764,
720575940624554247,R7,
720575940624554313,Tm2,
720575940624554534,R1-6,
720575940624554749,LPi09,CB3857
720575940624554933,TmY20,
720575940624555210,CB1396,
720575940624555548,CB2931,"CL145, CL148"
720575940624555559,BM_InOm,
720575940624555568,Tm33,
720575940624555815,CB1776,
720575940624555838,ORN_DC1,
720575940624556263,T5b,
720575940624556295,T2a,
720575940624556436,L4,
720575940624556531,Mi13,
720575940624557129,R1-6,
720575940624557565,Tm3,
720575940624557575,T4b,
720575940624557832,Tm37,
720575940624558012,LLPC1,
720575940624558087,Tm9,
720575940624558263,Lawf2,
720575940624559338,T3,
720575940624559623,Sm07,Dm21
720575940624559644,VES027,
720575940624560392,4I3,"CB.FB3, FB4A, FB4D, FB4E, FB4F, FB4G, FB4H, FB4I, FB4J"
720575940624561127,T5a,
720575940624561200,Dm3q,Dm3
720575940624561241,Mi9,
720575940624561445,MeTu4c,"MeTu4, MC61, MC64"
720575940624561446,Lawf2,
720575940624561589,L3,
720575940624562173,L2,
720575940624562224,Tm33,
720575940624562469,aSP-f1A,"aSP-f1B, aSP-f2, aSP5"
720575940624562618,JO-B,
720575940624562836,KCg-d,
720575940624562952,PFNd,
720575940624562982,Tm4,
720575940624563075,KCapbp-ap1,KCab-ap1
720575940624563187,CB2990,
720575940624563720,Tm20,
720575940624563947,Mi14,
720575940624564016,T4a,
720575940624564204,Tm27,TmY18
720575940624564553,Lawf2,
720575940624564774,Dm2,
720575940624565006,T4b,
720575940624565040,T4a,
720575940624565175,Tm16,
720575940624565296,Tm9,
720575940624565542,Tm5b,CB3852
720575940624565788,KCg-m,
720575940624565941,Dm12,
720575940624566453,Dm3p,Dm3
720575940624566456,TmY5a,
720575940624566535,Pm10,Mt4
720575940624566566,CB3657,
720575940624566709,Pm04,CB3847
720575940624566759,WED102,WED103
720575940624566763,T2a,
720575940624566792,TmY5a,
720575940624567271,T4b,
720575940624567283,Tm5b,CB3852
720575940624567334,C3,
720575940624568416,AN_multi_13,
720575940624568846,Mi1,
720575940624568905,Tm5b,CB3852
720575940624569016,TmY11,
720575940624569066,R1-6,
720575940624569085,T2a,
720575940624569090,C3,
720575940624569136,SLP102,
720575940624569276,Tm3,
720575940624569784,TmY3,
720575940624569929,Sm03,
720575940624570160,T4c,
720575940624570376,Li05,CB3848
720575940624570807,TmY4,TmY9
720575940624570917,KCg-m,
720575940624570957,KCab,KCab-s
720575940624571063,Tm1,
720575940624571116,CB0104,SAD_pr01
720575940624571319,Mi9,
720575940624571400,Dm3p,Dm3
720575940624571430,C2,
720575940624571575,TmY16,
720575940624571792,LC40,"LC40a, LC40b"
720575940624571882,R7,
720575940624571912,T2a,
720575940624571966,Tm5d,CB3851
720575940624572052,KCab,KCab-c
720575940624572679,Mi10,
720575940624573222,T5a,
720575940624573671,CB1072,
720575940624573703,R1-6,
720575940624573939,Sm02,
720575940624574100,CB2458,AVLP_pr11
720575940624574135,Mi15,
720575940624574356,CB3441,SMP110
720575940624574537,LC13,
720575940624574645,Tm2,
720575940624574717,CB3804,
720575940624574922,KCapbp-ap1,KCab-ap1
720575940624574956,Tm36,
720575940624575024,T2a,
720575940624575076,Li09,CB3828
720575940624575723,Tm31,
720575940624576038,LT81,
720575940624576253,LC10d,LC10
720575940624576258,vDeltaA,"vDeltaB, vDeltaC, vDeltaD, vDeltaE, vDeltaJ, vDeltaK, vDeltaL, vDeltaM"
720575940624576294,LPi07,CB3845
720575940624576551,C3,
720575940624576806,CB2139,
720575940624576845,BM_InOm,
720575940624577613,KCg-m,
720575940624578027,T2,
720575940624578062,T2a,
720575940624578229,Tm21,Tm6
720575940624578377,Mi15,
720575940624578539,Tm2,
720575940624578540,L4,
720575940624578567,Mi9,
720575940624578795,L5,
720575940624579100,AOTU015a,"AOTU015, aSP16"
720575940624579307,Sm21,CB3832
720575940624579511,L3,
720575940624579530,Li04,
720575940624579657,T4d,
720575940624580390,CB1369,
720575940624580871,Dm2,
720575940624581053,L4,R1-6
720575940624581670,Mi1,
720575940624581875,CB1091,
720575940624582438,Tm27,TmY18
720575940624582694,Tm27,TmY18
720575940624582919,R1-6,
720575940624582985,T4c,
720575940624583101,R1-6,
720575940624583462,Tm27,TmY18
720575940624583708,vDeltaF,"vDeltaG, vDeltaH, vDeltaI"
720575940624583753,T1,
720575940624583944,Tm2,
720575940624584231,C2,
720575940624584375,T4a,
720575940624584579,KCg-m,
720575940624584712,L5,
720575940624584743,Tm2,
720575940624584835,KCab,KCab-s
720575940624584947,Tm5a,
720575940624585459,LAL175,
720575940624585510,R1-6,
720575940624585725,MeTu4a,"MeTu4, MC61, MC64"
720575940624585766,Tm27,TmY18
720575940624585959,L3,
720575940624586219,Tm20,
720575940624586220,L3,
720575940624586248,T2a,
720575940624586278,MeTu3c,"MeTu3, MC61, MC64"
720575940624586384,CB0946,
720575940624586504,Mi10,
720575940624586749,Sm12,
720575940624586900,KCab,KCab-s
720575940624587016,TmY10,CB3816
720575940624587046,CB2126,hb-5813078030
720575940624587447,LTe05,hb-944836835
720575940624587499,Li06,
720575940624587534,CB2190,
720575940624587668,L5,
720575940624588048,Tm2,
720575940624588070,LPLC1,
720575940624588326,R1-6,
720575940624588474,Li13,
720575940624588552,TmY3,
720575940624588617,T5d,
720575940624589035,Tm2,
720575940624589084,CB1884,
720575940624589287,CL210,
720575940624589500,BM_InOm,
720575940624589543,CL071a,CL071
720575940624589548,KCg-m,
720575940624589555,Mi15,
720575940624589576,TmY9q,TmY9
720575940624589770,BM_InOm,
720575940624589862,TmY10,CB3816
720575940624590268,T4d,
720575940624590316,MBON03,
720575940624590409,Tm9,
720575940624590517,MLt1,CB3833
720575940624590823,Mi15,
720575940624590886,TmY10,CB3816
720575940624591177,T2a,
720575940624591357,Tlp4,
720575940624591368,TmY3,
720575940624591433,Y12,
720575940624591541,TmY9q__perp,TmY9
720575940624591749,Tm3,
720575940624592061,R1-6,
720575940624592107,Tm3,
720575940624592217,CB3416,
720575940624592391,R7,
720575940624592422,T2,
720575940624592934,TuBu02,
720575940624593132,KCg-m,
720575940624593416,L1,
720575940624593481,TmY15,
720575940624593642,L5,
720575940624593643,Mi4,
720575940624593738,L5,
720575940624593968,T5b,
720575940624593982,LC16,
720575940624594154,cL04,
720575940624594155,Tm5f,Tm5Y
720575940624594276,JO-B,
720575940624594320,AVLP069,
720575940624594663,TmY3,
720575940624594726,PEN_a(PEN1),
720575940624595092,Tm3,
720575940624595132,ORN_VC2,
720575940624595179,Mi1,
720575940624595893,LC10e,LC10
720575940624595961,JO-F,
720575940624595976,Tm5f,Tm5Y
720575940624596006,Pm06,Pm1
720575940624596202,R1-6,
720575940624596231,CB2975,
720575940624596355,KCab,KCab-s
